ID,SKU,Quantity,Price,Total,Profit,Margin
139.0,SUPER ABSORBANTE,1,5.5,8.0,2.5,0.0
140.0,Kalyon pour CUISINE 750 mLe ,3,38.58,54.0,15.42,0.0
141.0,Kalyon detachant 750mLe,3,61.65,84.0,22.35,0.0
142.0,Kalyon GOTA GOTA Fleur,6,52.86,72.0,19.14,0.0
143.0,Kalyon GOTA GOTA Rose ,1,8.81,12.0,3.19,0.0
144.0,Kalyon GOTA GOTA Lavende,3,26.43,36.0,9.57,0.0
145.0,Kalyon GOTA GOTA Pin ,19,167.39,228.0,60.61,0.0
147.0,MOUCHOIRE CLASSIC 550,23,201.25,231.32,30.07,0.0
148.0,MOUCHOIR 2 PLIS NUA,5,37.5,50.0,12.5,0.0
149.0,MOUCHOIR 3 PLIS NUA 550,4,41.2,52.0,10.8,0.0
150.0,LINGETTE INTIBTERENNE 72 PS,7,70.29,91.01,20.72,0.0
151.0,kalyon nettoyant parquet 750 ml,6,108.98,138.0,29.02,0.0
152.0,Kalyon NETTOYANT INXYDABLE,4,74.44,92.0,17.56,0.0
154.0,NETTOYANT POUR LE BOIS,5,68.59,90.0,21.41,0.0
156.0,LINGETTE Lavender kalyon 120 ps,7,65.65,105.0,39.35,0.0
157.0,LINGETTE DE LUXE Oud 120pcs,5,45.92,75.0,29.08,0.0
158.0,LINGETTE DE LUXE MIDNIGHT 120pcs,4,37.19,60.0,22.81,0.0
159.0,LINGETTE DE LUXE MAGIC TOUCH 120pcs,7,63.38,105.0,41.62,0.0
160.0,ESSUI-TOUT maylo JUMBO,3,70.5,84.0,13.5,0.0
162.0,kalyon AUTOMATIC LAVENDER 9kg,1,93.53,110.0,16.47,0.0
168.0,Kalyon AUTOMATIC 6KG,1,33.16,38.0,4.84,0.0
170.0,LIQUID MATIC KALYON 3L COLLEUR,2,73.15,90.0,16.85,0.0
171.0,Kalyon LIQUID COLOR 1.5 L,1,20.57,28.0,7.43,0.0
172.0,Pruva  Lavender 400ml,3,39.05,51.0,11.96,0.0
173.0,papier serviettes 100,2,11.9,16.0,4.1,0.0
174.0,papier servette 30 D,1,4.95,7.0,2.05,0.0
175.0,BON  MENAGE ´1,4,45.01,60.0,14.99,0.0
176.0,SAVON MAIN HUGVA 500ML,3,39.9,51.0,11.1,0.0
177.0,SAVÖN MAIN HUGVA VANILLA,2,26.6,36.0,9.4,0.0
178.0,SAVON MAIN HUGVA OLIVE OIL,1,13.3,18.0,4.7,0.0
179.0,SAVON MAIN LUX BLAK ,6,76.95,108.0,31.05,0.0
180.0,SAVON MAIN HUGVA BLACK,5,64.13,90.0,25.88,0.0
181.0,SAVON MAIN ANTIBACTERIAL,5,69.78,100.0,30.22,0.0
182.0,SAC POUBELLE 40PCS 30LTS ,7,109.73,154.0,44.28,0.0
183.0,SAC POUBELLE 20PCS 30LTS ,10,78.0,130.0,52.0,0.0
184.0,SAC POUBELLE 10PCS 50LTS ,7,59.85,91.0,31.15,0.0
185.0,PAPIER TOILETTE SOFIA 12 ,2,60.9,70.0,9.1,0.0
186.0,NUA PAPIER TOILET 24 ROLLS,1,65.04,72.0,6.96,0.0
187.0,PAPIER TOILITTE NUA 12 ROLLS,7,227.85,266.0,38.15,0.0
189.0,Papier CUISSON 8Feuilles,6,44.78,78.0,33.23,0.0
190.0,PAPIER CUISSON SAG 12 m,4,64.2,80.0,15.8,0.0
191.0,ALUMINIUM FOIL 8,7,24.34,42.0,17.66,0.0
192.0,KALYON NETTOYANT VITRES 750ML,11,107.81,165.0,57.19,0.0
193.0,KALYON CHAMPOING POUR TAPIS 1L,2,32.45,44.0,11.55,0.0
194.0,DEBOUCHEUR LIQUIDE KALYON 1L,1,16.44,23.0,6.56,0.0
195.0,DEBOUCHEUR DRAIN 70 G,2,24.61,36.0,11.4,0.0
197.0,BOITE MOUCHOIR 3PLIS NUA,3,40.5,48.0,7.5,0.0
199.0,KALYON ASSOUPLISSANT CONCENTRE 1.5L,7,186.76,224.0,37.24,0.0
200.0,ASSOUPLISSANT Kalyon 1.5 L,2,53.36,64.0,10.64,0.0
201.0,ASSOUPLISSANT KALYON 750 ML,5,72.54,90.0,17.47,0.0
202.0,ASSOUPLISSANT KALYON 750ML,5,72.54,90.0,17.47,0.0
203.0,KALYON ACTIVE BLOK,7,69.69,91.0,21.31,0.0
204.0,Kalyon active BLOK,8,79.65,104.0,24.35,0.0
218.0,Simba 20kg viande ,1,355.0,380.0,25.0,0.0
215.0,Simba 2kg chat poulet,3,144.0,165.0,21.0,0.0
217.0,Special cat 1.5 kg chicken,1,45.0,55.0,10.0,0.0
223.0,LE CHAT MANZO 400G,1,9.0,12.0,3.0,0.0
226.0,Special CAT 400G THON,2,21.0,26.0,5.0,0.0
227.0,Special CAT 400G LAPIN,6,63.0,78.0,15.0,0.0
228.0,LECHAT Pate 400g pollo,1,11.0,14.0,3.0,0.0
229.0,LECHAT Pate 400g thon,1,11.0,14.0,3.0,0.0
230.0,LECHAT pate 400g laPIN,1,11.0,14.0,3.0,0.0
232.0,Simba 4kg pollo,2,130.0,160.0,30.0,0.0
233.0,LECHAT EXCELLENCE 400G KITTEN,6,144.0,168.0,24.0,0.0
234.0,LECHAT STERILISED 400G,4,96.0,112.0,16.0,0.0
249.0,KIT LITIERE MEDIA ,1,60.0,75.0,15.0,0.0
253.0,SIMBA PATE 100G BEEF ,15,75.0,90.0,15.0,0.0
254.0,SIMBA PATE 100G POLLO ,18,90.0,108.0,18.0,0.0
255.0,SIMBA PATE 100G TONNO ,15,75.0,90.0,15.0,0.0
256.0,LECHAT BEEF 100G SACHI ,4,19.0,24.0,5.0,0.0
261.0,CAT´S WAY 5L unscented,3,84.0,105.0,21.0,0.0
262.0,CAT´S WAY 5L LaVender,2,56.0,70.0,14.0,0.0
263.0,CAT´S WAY 5L  POWDRE,2,56.0,70.0,14.0,0.0
264.0,CAT´S WAY 10L Lavender,0,0.0,0.0,0.0,0.0
265.0,CAT´S WAY 10L MARSEILLE,1,56.0,70.0,14.0,0.0
266.0,CAT´S WAY 10L POWDER,1,56.0,70.0,14.0,0.0
267.0,CAT´S  WAY 10L ALOE VERA,0,0.0,0.0,0.0,0.0
268.0,CAT´S WAY 10L UNSCENTED,1,56.0,65.0,9.0,0.0
277.0,SHAMPOOING NOIR CHAT,1,26.0,40.0,14.0,0.0
283.0,SPRAY VANILLE ,1,35.0,45.0,10.0,0.0
287.0,papier classic jumbo,1,146.76,170.0,23.24,0.0
288.0,kalyon nettoyant vitres,3,48.66,60.0,11.34,0.0
290.0,USHUAIA MEIL,3,60.0,75.0,15.0,0.0
292.0,USHUAIA Passion,1,20.0,25.0,5.0,0.0
294.0,DAKOTA-Potaje,22,187.0,220.0,33.0,0.0
295.0,PIPAS MAGNUM,24,60.0,84.0,24.0,0.0
296.0,SELPAK 32 ROLLS,12,976.0,0.0,53.0,0.0
297.0,SELPAK 24 ROLLS,4,260.0,292.0,32.0,0.0
298.0,SELPAK 12 ROLLS,19,612.75,665.0,52.25,0.0
299.0,SELPAK 9 ROLLS,22,473.0,616.0,143.0,0.0
300.0,SELPAK 3 ROLL CUISIN,11,144.38,187.0,42.63,0.0
301.0,MOLFIX N2 JUMBO,2,152.0,166.0,14.0,0.0
302.0,MOLFIX N4 JUMBO,2,152.0,166.0,14.0,0.0
303.0,MOLFIX N5 JUMBO,2,152.0,166.0,14.0,0.0
304.0,MOLFIX N6 JUMBO,3,228.0,249.0,21.0,0.0
305.0,MOLFIX N2 ,1,49.0,55.0,6.0,0.0
306.0,MOLFIX N3,3,147.0,165.0,18.0,0.0
307.0,MOLFIX N4 ,2,98.0,110.0,12.0,0.0
308.0,MOLFIX N5,1,49.0,55.0,6.0,0.0
309.0,MOLFIX N6,4,196.0,220.0,24.0,0.0
313.0,HUGGIES N5,2,196.0,216.0,20.0,0.0
314.0,HIGGIES N6,1,84.5,98.0,13.5,0.0
319.0,CALIN N2,6,234.0,258.0,24.0,0.0
320.0,CALIN N3,2,78.0,86.0,8.0,0.0
321.0,CALIN N4,7,273.0,301.0,28.0,0.0
322.0,CALIN N5,10,390.0,430.0,40.0,0.0
323.0,CALIN N6,3,117.0,129.0,12.0,0.0
324.0,DALAA N2,5,305.0,325.0,20.0,0.0
325.0,DALAA N3,3,184.5,195.0,10.5,0.0
326.0,DALAA N4,3,183.0,195.0,12.0,0.0
327.0,DALAA N5,4,244.0,260.0,16.0,0.0
328.0,DALAA N4 JUMBO,4,386.0,412.0,26.0,0.0
329.0,DALAA N5 JUMBO ,11,0.0,0.0,67.0,0.0
330.0,YES N4,2,72.0,90.0,18.0,0.0
332.0,YES N6,1,36.0,45.0,9.0,0.0
333.0,DALAA PAPIER 12 ROLLS,17,250.75,306.0,55.25,0.0
334.0,DALAA PAPIER 4 ROLLS,11,53.63,77.0,23.38,0.0
335.0,DALAA PAPIER 6 ROLLS,6,120.0,150.0,30.0,0.0
336.0, Fine FLUFFY,59,560.5,649.0,88.5,0.0
337.0,DALAA MOUCHEOIR,86,791.2,946.0,154.8,0.0
338.0,ONI LAVENDE 1KG,4,49.4,60.0,10.6,0.0
339.0,ONI CITRON 1KG,10,123.5,150.0,26.5,0.0
340.0,ONI CITRON 500 G,16,120.0,144.0,24.0,0.0
341.0, ONI CITRON 250G,16,72.0,96.0,24.0,0.0
342.0,ONI LIQUID CITRON 1.25KG,12,167.4,192.0,24.6,0.0
343.0,Maxis Citron 1L,14,147.0,182.0,35.0,0.0
344.0,Maxis BRISE 1L,5,52.5,65.0,12.5,0.0
345.0,MAXIS LAVENDR 1L,23,241.5,299.0,57.5,0.0
346.0,JAVIL MAXIS N 1L,20,99.0,140.0,41.0,0.0
347.0,Maxis´ Javel siteron 1L,3,14.85,21.0,6.15,0.0
348.0,Maxis´Javel Lavonder 1L,17,84.15,119.0,34.85,0.0
349.0,MAXIS JAVIL LAVENDR 2L,10,110.0,150.0,40.0,0.0
350.0,MAXIS JAVIL CITRON 2L,8,88.0,120.0,32.0,0.0
351.0,DOUSSY Javel 5L,4,66.0,80.0,14.0,0.0
352.0,HUGGIES LANJITE ,18,144.0,180.0,36.0,0.0
353.0,DODOT LANJITE ,15,191.25,240.0,48.75,0.0
354.0,MOLFIX LANJITE,11,104.5,143.0,38.5,0.0
355.0,DALAA LANJITE 100Pcs,25,256.25,325.0,68.75,0.0
356.0,ORO BAYEGO 750ml,4,118.0,160.0,42.0,0.0
357.0,ORO BAYEGON 200ml,6,78.0,108.0,30.0,0.0
358.0,ARIEL AUTOMATIC 750g,34,563.68,680.0,116.32,0.0
359.0,OMO matic 750g,16,247.0,320.0,73.0,0.0
360.0,Heno de pravia  Sabon,1,28.5,35.0,6.5,0.0
361.0,happy day parfum Ambre,1,17.9,25.0,7.1,0.0
362.0,happy day parfum fleur d´ oranger,3,53.7,75.0,21.3,0.0
363.0,happy day parfum Oud ,2,35.8,50.0,14.2,0.0
364.0,Nova culottes,1,45.0,55.0,10.0,0.0
365.0,Nova couches large,2,80.0,96.0,16.0,0.0
366.0,Elena 8410104914509,1,103.0,115.0,12.0,0.0
369.0,veet Creme Hair Normal skin 100ml,1,19.0,24.0,5.0,0.0
371.0,veet Bande Sensitive Skin,1,23.0,28.0,5.0,0.0
372.0,sudo crem 250g ,6,456.0,510.0,54.0,0.0
373.0,CARLOTRA MS. DYLAN ,1,99.5,160.0,60.5,0.0
374.0,CARLOTTA GOOD LADY ,2,199.0,320.0,121.0,0.0
376.0,ONI LAVENDR 1.25L,7,97.65,112.0,14.35,0.0
377.0,JAVIL DUBAY 5L,3,25.5,39.0,13.5,0.0
378.0,SANI DUBAI 5L,5,65.0,90.0,25.0,0.0
379.0,"ONI POMME 1,25L",5,69.75,80.0,10.25,0.0
380.0,EL MENJEL 250G,8,36.67,48.0,11.33,0.0
381.0,JEFAFE AADI,14,56.0,84.0,28.0,0.0
386.0,Carefree LARGE 48,8,200.0,232.0,32.0,0.0
390.0,DURACELL AAA,15,82.5,104.0,21.5,0.0
391.0,PARFUM ANA ABIYEDH,2,210.0,260.0,50.0,0.0
393.0,PARFUM ANA AL MALIK,1,98.0,128.0,30.0,0.0
398.0,JEFAF ORONG,24,131.04,192.0,60.96,0.0
399.0,JEFAFE VIRET,12,75.6,96.0,20.4,0.0
400.0,JEFAFE MEKHETETE,14,115.08,140.0,24.92,0.0
401.0,JEFAFE BEYEDE,6,29.52,48.0,18.48,0.0
402.0,Lotus 2plis 100 m,4,32.0,40.0,8.0,0.0
403.0,Lotus 2 plis 150m,1,9.6,12.0,2.4,0.0
404.0,Lotus 2plis 150 m,1,9.6,12.0,2.4,0.0
405.0,Lotus fiesta 80m,3,24.0,30.0,6.0,0.0
407.0,ESSUTT-TOUT LOTUS,15,268.8,330.0,61.2,0.0
408.0,GEL DOUCH COCO MEIL,1,15.0,20.0,5.0,0.0
409.0,GEL DOUCH GRENADE ,1,15.0,20.0,5.0,0.0
411.0,GEL DOUCH D´AMANDE,1,15.0,20.0,5.0,0.0
412.0,GEL DOUCH PECHE,4,60.0,80.0,20.0,0.0
413.0,GEL LAVENT POMME,1,15.0,18.0,3.0,0.0
414.0,GEL LAVANT CITRON,2,30.0,36.0,6.0,0.0
415.0,GEL LAVANT ALGUES,1,15.0,18.0,3.0,0.0
416.0,GEL LAVANT GRENADE,2,30.0,36.0,6.0,0.0
417.0,GEL LAVANT ALOE VERA,1,15.0,18.0,3.0,0.0
418.0,GEL LAVANT HUIL D´AMANDE,1,15.0,18.0,3.0,0.0
419.0,NANA EXTRA NUIT,13,132.73,169.0,36.27,0.0
420.0,NANA MAXI NORMAL,15,153.15,195.0,41.85,0.0
421.0,NANA MAXI SUPER,13,132.73,169.0,36.27,0.0
422.0,NANA MAXI PLUS,3,20.37,30.0,9.63,0.0
423.0,NANA MAXI PLUS SUPER,8,54.32,80.0,25.68,0.0
425.0,NANA SLIPS DOUCEUR COTON 18,4,47.8,60.0,12.2,0.0
427.0,NANA SLIPS DOUCEUR COTON 20,1,11.95,15.0,3.05,0.0
428.0,NANA MATERNITE,1,16.67,25.0,8.33,0.0
431.0,NANA ULTRA REGULAR ,5,70.85,90.0,19.15,0.0
432.0,NANA ULTRA LONG ,1,14.17,18.0,3.83,0.0
433.0,NANA MAXI NORMAL 20,1,16.91,22.0,5.09,0.0
434.0,NANA MAXI LONG 18,3,50.73,66.0,15.27,0.0
436.0,COTON TIGE 200,3,24.99,36.0,11.01,0.0
437.0,SENSEA COTON CARRO 40carres,2,19.48,26.0,6.52,0.0
438.0,SENSEA COTON 120 Disques,9,120.15,162.0,41.85,0.0
439.0,SENSEA COTON 80 Disques ,10,85.0,120.0,35.0,0.0
440.0,SERVTS LOTUS ,3,16.23,24.0,7.77,0.0
442.0,PAMEX TISSU CRISTAL 30\40,3,19.5,30.0,10.5,0.0
444.0,DISICLIN CLASICO 1L,1,17.0,22.0,5.0,0.0
445.0,DISICLIN GOLD 1L,3,51.0,66.0,15.0,0.0
446.0,DISICLIN PETALOS 1L,2,34.0,44.0,10.0,0.0
447.0,DISICLIIN SILVER 1L,8,136.0,176.0,40.0,0.0
449.0,DISICLIN VINAIGRE NTTOYANTS 1L,6,90.0,108.0,18.0,0.0
450.0,DISICLIN LAVE VAISSELLE 1300ML,6,81.0,102.0,21.0,0.0
454.0,ADOUCISSANT SPRING ROSE 1.200MK,1,20.0,25.0,5.0,0.0
456.0,ADOUCISSANT BOTANIC 1.200L,0,0.0,0.0,0.0,0.0
457.0,DOUCISSANT SWEET NIGHT,1,20.0,25.0,5.0,0.0
458.0,ADOUCISSANT OCEANIC 1.200ML,0,0.0,0.0,0.0,0.0
460.0,PAMEX FOTA 50\70 CM,5,82.5,100.0,17.5,0.0
461.0,BAND PAMEX GIX 40 G,9,60.75,72.0,11.25,0.0
462.0,BAND SAYMA 3units,14,91.0,112.0,21.0,0.0
463.0,PAMEX CHIFFON 30\40,6,39.0,60.0,21.0,0.0
465.0,COUSCOUS FIN 1KG ,1,11.02,14.0,2.98,0.0
466.0,MIDO ANANAS TRANCHES 500G,3,68.63,84.0,15.37,0.0
467.0,SULTAN TEA AL HIBA 200G,2,38.59,44.0,5.41,0.0
470.0,SULTAN TEA CHAARA 4011 200G,4,64.8,80.0,15.2,0.0
471.0,alsa Sucre vanille ,10,44.22,50.0,5.78,0.0
472.0,alsa levure chimique en poudre,26,114.97,130.0,15.03,0.0
473.0,alsa sucre d´oranger,5,39.39,45.0,5.61,0.0
474.0,alsa levure naturelle 125g,8,52.9,56.0,3.1,0.0
475.0,SULTANE TEA GRAIN AMBAR 200G,8,117.19,144.0,26.81,0.0
476.0,SULTAN TEA AMBAR F.ORANGER 150G,1,14.04,18.0,3.96,0.0
477.0,SULTAN TEA GRAIN ASSALA 200G,3,56.34,66.0,9.66,0.0
480.0,PAUSE DET SULTAN BE,5,63.0,85.0,22.0,0.0
482.0,APRES REPAS SULTAN,1,12.6,17.0,4.4,0.0
483.0,NATURE PURE MENTHE TIZNIT,1,10.54,15.0,4.46,0.0
484.0,NATURE PURE CAMOMILLE,3,31.61,45.0,13.39,0.0
485.0,NATURE PURE OREGAN,3,31.61,45.0,13.39,0.0
487.0,SULTAN BLACK TEA 25tea bags,2,20.66,30.0,9.34,0.0
488.0,THE SULTANE BAROUD 200G,2,26.4,30.0,3.6,0.0
490.0,alsa FLON CHOCOLAT 45g,2,7.15,8.0,0.85,0.0
491.0,alsa FLON 45g,2,7.15,8.0,0.85,0.0
493.0,alsa FLON VANILLE 45g,7,25.03,28.0,2.97,0.0
495.0,FARINE PATISSIRE AMGALITA 1Kg,27,159.15,189.0,29.85,0.0
496.0,AMGALITA BLe´ Dur 500g,3,59.38,72.0,12.62,0.0
497.0,AMGALITA Ble´Dur 1Kg,2,69.37,90.0,20.63,0.0
498.0,AMGLITA Flocons d´Avoine 500g,5,62.24,75.0,12.76,0.0
499.0,"AMGALITA Ble´,soja, Quinaa 350g",2,42.3,56.0,13.7,0.0
500.0,"AMGALITA MILANGE RIZ,QUIN 350g",2,42.3,56.0,13.7,0.0
501.0,AMGALITA QUINAA 350g,1,28.64,35.0,6.36,0.0
502.0,SPAGHETTI-5 MONTE REGALE 500g,25,225.94,325.0,99.06,0.0
503.0,SPAGHITTI-5 MONTE REGALE 250g,22,113.69,176.0,62.32,0.0
504.0,SPAGHIETTI COMPLET MONTE REGALE 500g,13,168.95,221.0,52.05,0.0
505.0,FARFALLE MONTE REGALE 500g,7,89.16,105.0,15.84,0.0
506.0,FARFALLE COMPLETE MONTE REGALE 500g,2,37.69,44.0,6.31,0.0
507.0,FUSILLI MONTE REGALE -91  500g,16,203.79,240.0,36.21,0.0
508.0,FUSILLI COMPLETE MONTE REGALE 500g,5,88.77,110.0,21.23,0.0
509.0,PENNE REGATE -68 M-R 500g,14,178.31,210.0,31.69,0.0
510.0,PENNE RIGATE COMPLETE M-R 500g,5,88.77,110.0,21.23,0.0
511.0,PANZANI Farfalle 500g,4,72.59,88.0,15.41,0.0
512.0,PANZANI mini FARFALLE 500g,5,90.73,110.0,19.27,0.0
513.0,PANZANI Fusilli 500g,6,108.88,132.0,23.12,0.0
514.0,PANZANI MINI FUSILLI 500g,1,18.15,22.0,3.85,0.0
515.0,PANZANI Penne Rigate 500g,1,18.15,22.0,3.85,0.0
516.0,PANZANI mini PENNE 500g,7,127.03,154.0,26.97,0.0
517.0,PANZANI SAUCE NAPOLETANA 400g,4,84.12,112.0,27.88,0.0
518.0,PANZANI SAUCE ORIGINALE 400g,1,21.03,28.0,6.97,0.0
519.0,SAUCE 4 FOMAGGI PANZANI 370g ,1,34.46,45.0,10.54,0.0
520.0,SAUCE ARRABIATA 400g ,1,21.76,28.0,6.24,0.0
521.0,SAUCE OLIVE -BASILICO 400g,2,42.06,56.0,13.94,0.0
522.0,SAUSE PIZZA PANZANI 390g,3,52.52,60.0,7.48,0.0
523.0,SPAGHETTI N°5 PANZANI 500g,10,138.31,170.0,31.69,0.0
524.0,serpentini PANZANI 500g,1,18.15,22.0,3.85,0.0
525.0,chifferini PANZANI 500g,2,36.29,44.0,7.71,0.0
527.0,pipe Rigate PANZANI 500g,2,36.29,44.0,7.71,0.0
528.0,tagliatelle PANZANI 500g,7,201.9,245.0,43.1,0.0
529.0,TORTIGLIONI -57 MONTE REGALE 500G,8,101.89,120.0,18.11,0.0
531.0,ROZ ROND CIGALA 1Kg ,7,115.5,133.0,17.5,0.0
532.0,ROZ  LONG CIGALA 1Kg,15,239.55,270.0,30.45,0.0
533.0,ROZ  SEMILONG SIGALA 1Kg,6,97.86,108.0,10.14,0.0
535.0,CHAMPIGNON COUPE MIDO 1/4 ,44,337.1,440.0,102.9,0.0
536.0,MAIS DOUX EN GRAIN MIDO 1/4,38,310.67,398.0,87.33,0.0
537.0,PETITS POIS FINS NAT MIDO 1/2,1,14.7,18.0,3.3,0.0
538.0,HARICOTS ROUGES MIDO 1/2,1,15.24,20.0,4.77,0.0
539.0,DEMI PECHE  HALVES 1/2 ,1,17.76,24.0,6.24,0.0
